name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
SAMRO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KIMUMU,NANDI,,0.54,35.33
AINABTICH PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,CHEPKOILEL,NANDI,,0.56,35.32
HAPPY DAYS PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,LONGISA,BOMET,CHEBOIN,BOMET,,-0.84,35.37
EMITYOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,LONGISA,BOMET,CHEBOIN,BOMET,,-0.85,35.37
MASARE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,LONGISA,BOMET,CHEBOIN,BOMET,,-0.81,35.36
KAPLAMAI ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.61,35.15
KYONGONG PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.81,35.34
ST CECILIA JUNIOR PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.6,35.15
KAPTEBENGWET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.83,35.19
KIPCHOI JUNIOR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.84,35.17
SAGENYA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.8,35.35
SEIYOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.59,35.16
SUCCESS ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.84,35.15
KAPSIMBIRI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.78,35.37
SIMBIOS KAIBEIYO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,SOSIAN,LAIKIPIA,,0.59,35.15
ST JOSEPH'S ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.84,35.15
NJERIAN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.75,35.37
AIC LESERU PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,SOSIAN,LAIKIPIA,,0.57,35.16
BABY JOY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.84,35.14
SILIBWET TOWNSHIP ACA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.73,35.35
ST PETER'S ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,SOSIAN,LAIKIPIA,,0.55,35.14
MATUNDA RC PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.84,35.14
KAMAGUT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.64,35.17
SILIBWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.73,35.34
KAMAGUT SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.64,35.17
MAENDELEO PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.84,35.13
CHELSA ACA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.77,35.34
SAMBUT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.64,35.14
SIVER BELLS ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.82,35.12
CHEPNGAINA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.76,35.34
GREEN GARDEN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.64,35.14
BWAYI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.87,35.12
SUNRISE ACADEMY KAMAGUT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.65,35.16
TENWEK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.74,35.35
NABISWA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.87,35.13
AINAPNGETICH PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.66,35.15
DR. STEURY MEMORIAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.74,35.36
SOY ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.66,35.16
TENWEK BOARDING PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.74,35.36
MADIRA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.87,35.13
MOI BARRACKS PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.66,35.17
RIAIYA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.78,35.35
BARATON ROADSIDE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.87,35.12
ST STEPHEN'S ACK PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.12
HOUSE OF JACOB PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.65,35.17
CHEPKUSUI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.82,35.34
MATUMO ROAD PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.65,35.17
MOI'S BRIDGE JUNIOR PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.12
BEJOS VALLEY ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.11
STAR LIGHT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.65,35.17
CHEBORIOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.82,35.33
KINGS ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.12
CHEBARUS PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIPLOMBE,BOMET,,0.64,35.22
MOI'S BRIDGE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.13
KABISOGE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.8,35.31
SIGOWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIPLOMBE,BOMET,,0.59,35.22
MOI'S BRIDGE SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.13
CHEBIRIR PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.8,35.33
SIGOWET GOOD SHEPHERD PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIPLOMBE,BOMET,,0.59,35.22
WAYMARKS EDUCATION CENTRE PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.13
KAGWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.79,35.28
KINGS HIGHWAY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,KIPLOMBE,BOMET,,0.6,35.23
VISION JOY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.13
BARAKA UMOJA ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.9,35.13
CHEMALAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.57,35.2
KAPSIO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.79,35.26
AIC TENAI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.9,35.13
MIDLAND ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.57,35.19
KAPKWEN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.79,35.3
KILIMA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.91,35.14
JOYSHINERS ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAMAGUT,UASIN GISHU,,0.57,35.2
NATWANA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.9,35.15
KIMATISIO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.81,35.28
KAPROBU PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.68,35.31
MUKUNGA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.9,35.16
KAPLELE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.81,35.3
KIRISWO  PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.68,35.32
AMAI SUNSHINE ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.91,35.17
ITEMBE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.78,35.3
EMSILIES PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.68,35.33
JABALI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.91,35.19
AFRI-TECH ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.77,35.32
AIC ITET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.7,35.31
ST PATRICK'S MEREWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,SERGOIT,UASIN GISHU,,0.71,35.3
KAPTEMBWO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,CHEPALUNGU,TOWNSHIP,TRANS NZOIA,,-0.77,35.31
DOWNHILL MISSIONARY ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.91,35.21
SHAJERO ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.73,35.3
KAPSIMOTWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.76,35.32
KAPKORREN PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.85,35.17
MUMETET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.73,35.3
CHEBOINGONG PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.76,35.33
JOSEBET ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.87,35.17
NGOISA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MUMETET,ELGEYO/MARAKWET,,0.76,35.3
TUMOIYOT CENTRAL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.74,35.32
PRILIMO ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.77,35.3
MOGOON PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.87,35.18
MANYATTA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,SILIBWET,BOMET,,-0.74,35.31
KALYET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.77,35.3
MAJI MAZURI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.89,35.2
KAPSOIYO CENTRE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,TOWNSHIP,TRANS NZOIA,,-0.74,35.34
TOLOITA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.77,35.34
MAROON ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.86,35.15
SALAIK PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.37
TOLOITA SPECIAL UNIT,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.77,35.34
SISAL HIGHLIGHT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.86,35.15
ZOCHIN ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MOIBEN,UASIN GISHU,,0.78,35.34
NDABARNACH PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.86,35.15
SALAIK ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.37
KAPSUBERE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KARONA,UASIN GISHU,,0.75,35.41
KWENET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,MOI'S BRIDGE,UASIN GISHU,,0.88,35.15
JOHNCHES ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.36
SOSIYO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KARONA,UASIN GISHU,,0.75,35.44
AIC TAMBOIYOT PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.86,35.21
SINENDET PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.38
RAYFARM ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KARONA,UASIN GISHU,,0.75,35.44
ZIWA UPCOUNTRY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,SIRIKWA,UASIN GISHU,,0.85,35.21
NYABONGO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.71,35.38
KARONA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KARONA,UASIN GISHU,,0.73,35.47
ZIWA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.84,35.21
CHUIYAT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.7,35.39
TILATIL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KARONA,UASIN GISHU,,0.71,35.48
ST VERONICA TOWNSHIP PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.84,35.22
MUGANGO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.71,35.39
KABULIOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KARONA,UASIN GISHU,,0.76,35.47
REVIVAL ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.4
ARISE AND SHINE ACADEMY ZIWA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.84,35.2
KONGNYALIL PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KAPLOLO,ELGEYO/MARAKWET,,0.79,35.46
SEMOI PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.41
KIMURGOI PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.84,35.2
MAUA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,KAPLOLO,ELGEYO/MARAKWET,,0.81,35.49
MASESE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,NAROK SOUTH,MUGANGO,VIHIGA,,-0.72,35.43
AINAMOI SDA PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.87,35.22
KAPSILIOT PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,MOIBEN,ELDORET EAST,MEIBEKI,NANDI,,0.84,35.49
MASESE ACADEMY PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.72,35.41
ST LUKE ACK SAOS PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.87,35.22
KITOBEN PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.73,35.41
KEROTET PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.88,35.24
KIRISWO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.73,35.39
MENGECH ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,SOY,ELDORET NORTH,ZIWA,UASIN GISHU,,0.85,35.25
SUSWONDO PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,BOMET,BOMET CENTRAL,BOMET,MUGANGO,VIHIGA,,-0.74,35.4
WINNERS ACADEMY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.53,35.31
ELDO EXCEL LEARNING CENTRE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.53,35.3
FAITH ACADEMY MUNYAKA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.53,35.31
MOTHER'S JOY PRI,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.53,35.31
ABUNDANT LIFE PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,AINABKOI,ELDORET EAST,KAPSOYA,TRANS NZOIA,,0.53,35.31
ARYA PRI SCH,PRIMARY SCHOOL,PUBLIC,RIFT VALLEY,UASIN GISHU,TURBO,ELDORET NORTH,KAPYEMIT,NANDI,,0.52,35.27
