name,level,status,province,district,division,location,constituency,county,email,latitude,longitude
OLMEKENYU HILLSIDE ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAROK,OLOLUNGA,NAROK SOUTH,OLASHAPANI,KAJIADO,,-0.83,35.67
MATEMU JNR ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NAROK,OLOLUNGA,NAROK SOUTH,OLASHAPANI,KAJIADO,,-0.84,35.66
ST BRIGIDS ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KEIYO,CHEPKORIO,KEIYO SOUTH,KAPTARAKWA,TRANS NZOIA,,0.47,35.55
CHRIST THE KING ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOLCHAN,KAJIADO,,-1,34.87
LEPOLOS VICTORY ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOLCHAN,KAJIADO,,-1,34.87
KILGORIS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOLCHAN,KAJIADO,,-0.99,34.87
SANKALE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOIBORSOITO,NAROK,,-1,34.88
OLEKISEREMA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,POROKO,BOMET,,-0.93,34.86
ST JOANS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,KEIYO,CHEPKORIO,KEIYO SOUTH,MOSOP,NANDI,,0.4,35.48
ACK ST MARTINS' PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,CENTRAL - KITUI,TOWNSHIP,KITUI CENTRAL,KITUI,,-1.36,38.01
ST MICHAELS' PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,CENTRAL - KITUI,TOWNSHIP,KITUI CENTRAL,KITUI,,-1.37,38.01
KITUI SDA PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,CENTRAL - KITUI,TOWNSHIP,KITUI CENTRAL,KITUI,,-1.37,38.02
STELLAMARIS ACA,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,CENTRAL - KITUI,KYANGWITHIA EAST,KITUI CENTRAL,KITUI,,-1.33,38.04
HAVENTON ACA PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MASINGA,KITHYOKO,MASINGA,MACHAKOS,,-1.05,37.84
EMCO ACA,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,CENTRAL - KITUI,KYANGWITHIA EAST,KITUI CENTRAL,KITUI,,-1.32,38.02
UNITY EDUCATIONAL PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.15,37.3
SAN DAMIANO BOARDING PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.09,37.24
LAVERNA DAY AND BOARDING PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.09,37.24
DARUBINI ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.08,37.25
LUSAM GLORIOUS PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KYANZAVI,KANGUNDO,MACHAKOS,,-1.08,37.25
SAMBURU COMMUNITY SCH - PRI,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,NGARE MARA,ISIOLO NORTH,ISIOLO,,0.56,37.51
TITO PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,NDITHINI,NDITHINI,MASINGA,MACHAKOS,,-0.93,37.33
GLORIA PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
LIONS ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
UPPER HILL PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,CENTRAL,ISIOLO NORTH,ISIOLO,,0.34,37.57
ST JOSEPH PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KYELENI,KANGUNDO,MACHAKOS,,-1.11,37.2
DADACHABASA MADRASSA,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,MERTI,YAMICHA,ISIOLO NORTH,ISIOLO,,1.31,38.97
JOY ACA PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MASINGA,MASINGA,MASINGA,MACHAKOS,,-0.97,37.6
MENTORS ACADEMY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,KALAMA,KALAMA,MACHAKOS TOWN,MACHAKOS,,-1.57,37.33
NDOVOINI HOME FOR PHY. DISABLED,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,NDITHINI,MANANJA,MASINGA,MACHAKOS,,-0.88,37.31
WONI COMPLEX ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MASINGA,MASINGA,MASINGA,MACHAKOS,,-0.97,37.6
ZION JUNIOR ACADEMY PRIMRY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MASINGA,MASINGA,MASINGA,MACHAKOS,,-0.94,37.67
ST. PETER'S PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MASINGA,EKALAKALA,MASINGA,MACHAKOS,,-0.97,37.47
MAGODO COMPLEX PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,KANGUNDO,KIVAANI,KANGUNDO,MACHAKOS,,-1.35,37.39
MATUU ESTATE ACADEMY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.22,37.24
KANGUNDO JUNIOR ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,TALA,KANGUNDO,MACHAKOS,,-1.27,37.33
TALA ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,TALA,KANGUNDO,MACHAKOS,,-1.27,37.33
KIVAA KINGS ACADEMY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MASINGA,KIVAA,MASINGA,MACHAKOS,,-0.86,37.7
BROOKVIEW ACADEMY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,TALA,KANGUNDO,MACHAKOS,,-1.26,37.32
NICE VIEW ACADEMY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,TALA,KANGUNDO,MACHAKOS,,-1.27,37.3
SALETI MUSLIM MADRASSA,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,MERTI,KORBESA,ISIOLO NORTH,ISIOLO,,1.2,38.75
SYOMUTWA BETHEL PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,MUTONGUNI,MUSENGO,KITUI WEST,KITUI,,-1.15,38.01
JOSE PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,MATINYANI,MATINYANI,KITUI WEST,KITUI,,-1.3,38
NGULUNI COUNTRYSIDE EDUCATION CENTRE  PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,KANGUNDO,MACHAKOS,,-1.27,37.29
MAMA DARLENE CHILDRENS CENTRE PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,KANGUNDO,MACHAKOS,,-1.27,37.28
BRIDGE EDUCATION CENTRE PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,KANGUNDO,MACHAKOS,,-1.28,37.28
KANANS PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,NGULUNI,KANGUNDO,MACHAKOS,,-1.28,37.28
ST CHARLES PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.28,37.17
KWAKEN PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KANGUNDO,MACHAKOS,,-1.24,37.13
ALFA MACUS PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,MACHAKOS,MATUNGULU,KOMA ROCK,KITUI WEST,KITUI,,-1.27,37.11
HIGHVISION PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.34,37.58
NEW ERA PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.34,37.58
LITTLE ANGLES PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.34,37.58
ISIOLO HEKIMA PRI SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.34,37.58
SHIELD ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.35,37.59
ISIOLO SUNRISE ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.36,37.59
M.C.K. HIGHWAY ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.35,37.59
ST. MARYS OF LORETO PRI  SCH - ISIOLO,PRIMARY SCHOOL,PRIVATE,EASTERN,ISIOLO,CENTRAL - ISIOLO,ISIOLO EAST,ISIOLO NORTH,ISIOLO,,0.37,37.59
BISHOP DANNE PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,MUTONGUNI,KAUWI,KITUI WEST,KITUI,,-1.23,37.91
KABATI VICTORY PRIMARY,PRIMARY SCHOOL,PRIVATE,EASTERN,KITUI,MUTONGUNI,KAUWI,KITUI WEST,KITUI,,-1.23,37.91
TREASURE ACAD PRY,PRIMARY SCHOOL,PRIVATE,EASTERN,MAKUENI,KISAU,WAITA,MBOONI,MAKUENI,,-1.61,37.57
KINGAATHUNI PRY SCH,PRIMARY SCHOOL,PRIVATE,EASTERN,MAKUENI,KISAU,WAIA,MBOONI,MAKUENI,,-1.66,37.58
MATUNGWA M ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,EASTERN,MAKUENI,TULIMANI,KALAWANI,MBOONI,MAKUENI,,-1.59,37.44
KITHAAYONI PRY,PRIMARY SCHOOL,PRIVATE,EASTERN,MAKUENI,TULIMANI,KALAWNI,MBOONI,MAKUENI,,-1.59,37.4
ST JOACHIMS ACADEMY,PRIMARY SCHOOL,PRIVATE,EASTERN,MAKUENI,MBOONI,MBOONI,MBOONI,MAKUENI,,-1.66,37.44
IMANI JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,KAPTUMO,ALDAI,KOYO,NAROK,,0.04,35.07
GREEMLANDS ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,ALDAI,ALDAI,BONJOGE,UNKNOWN,,0.12,34.91
WINNERS CHOICE ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,ALDAI,ALDAI,KEMELOI,TRANS NZOIA,,0.13,34.92
ELITE ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,KAPTUMO,ALDAI,KOYO,NAROK,,0.04,35.05
KAPSABIT ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,KAPTUMO,ALDAI,KOYO,NAROK,,0.05,35.05
MEMA EDUCATION CENTRE,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,ALDAI,ALDAI,NDURIO,NYANDARUA,,0.06,34.99
NANDI HILLS HIGHVIEW PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,NANDI HILLS,TINDERET,CHEBARUS,BOMET,,0.06,35.2
SUENI JUNIOR ACEDEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.69
SOON BIG BRAIN ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.69
JEDDY VISION PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.69
SATHYA SAI PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.7
UTHIRU GENESIS PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.7
CEDAR GROOVE UPPER PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.7
STELLY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.26,36.71
ACACIA GREEN ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.72
CEDAR GROOVE  LOWER PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.26,36.72
ALSAN JUNIOR ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.26,36.72
FIRST BORN CHRISTIAN CENTRE LOWER PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.69
FIRST BORN CHRSITIAN CENTRE PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.25,36.69
ST. PETER'S ELITE PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,MUGUGA,KABETE,KIAMBU,,-1.23,36.67
SPRINGHILL SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KIKUYU,KABETE,KIAMBU,,-1.25,36.66
GREEN GARDEN  PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KIKUYU,KABETE,KIAMBU,,-1.25,36.66
RIVERSIDE ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,NANDI HILLS,TINDERET,KIPSEBWO,TRANS NZOIA,,0.14,35.16
GOLDEN HEIGHTS PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.27,36.67
GREAT VISION ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KINOO,KABETE,KIAMBU,,-1.27,36.68
HILL VIEW EDUCATION CENTRE,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,NANDI HILLS,TINDERET,KAPCHORUA,TRANS NZOIA,,0.11,35.31
GREEN GARDEN PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.27,36.66
SHALOM JUNIOR ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.65
SILVERBECK ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.65
BERSHEBA PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.65
SUMMIT VINE ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.64
ST. LILIAN ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.27,36.64
KING SOLOMON PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.27,36.64
ST STEPHEN ACADEMY,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,OL'LESSOS,TINDERET,SIWO,WEST POKOT,,0.19,35.21
JUDA & JOY PRIMARY SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.27,36.64
ST THERESA'S PRI NDUROTO,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,OL'LESSOS,TINDERET,CHEPKUNYUK,TRANS NZOIA,,0.18,35.23
FR. CALVIN CAREY EDUCATION CENTRE PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.27,36.64
THE BRILLIANT PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.64
ST CHRISTOPHER'S MONTESSORI LELWAK PRI,PRIMARY SCHOOL,PRIVATE,RIFT VALLEY,NANDI SOUTH,OL'LESSOS,TINDERET,LELWAK,WEST POKOT,,0.18,35.24
GREEN LANE ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.63
EMMANUEL JUNIOR ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.63
ST.VERONICA I.L.C,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.62
WAMERE WANENE PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.61
LA'UNICA JUNIOR PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.28,36.61
GOOD SHEPHERD PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KARAI,KABETE,KIAMBU,,-1.27,36.6
VICTORY ACADEMY PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,KABETE,KABETE,KIAMBU,,-1.23,36.74
SAMNEL PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIKUYU,NYATHUNA,KABETE,KIAMBU,,-1.22,36.75
ROMANS JUNIOR ACADEMY PRY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,LARI,KIRENGA,LARI,KIAMBU,,-0.99,36.65
PREBLO ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,IKINU,GITHUNGURI,KIAMBU,,-1.09,36.79
KIAMBU HILCREST PRI ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,WAGUTHU,KIAMBAA,KIAMBU,,-1.16,36.78
A.C.K ST JAMES ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,RIABAI,KIAMBAA,KIAMBU,,-1.17,36.83
CIANDA PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,CIANDA,KIAMBAA,KIAMBU,,-1.15,36.77
WARATHO HIGHRISE ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,IKINU,GITHUNGURI,KIAMBU,,-1.11,36.79
KIAMBAA BRIGHT STAR JNR ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBU,,-1.16,36.76
KAROBA JNR ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.09,36.73
ST ANNE JNR ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBU,,-1.16,36.76
CREATIVE FAITH ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.09,36.74
KIRIGITI PRIME ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,RIABAI,KIAMBAA,KIAMBU,,-1.17,36.84
UPPER HILL ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBU,,-1.17,36.75
GITUTU ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.09,36.75
KARURI MSINGI BORA ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBU,,-1.18,36.75
GATHAITHI SUNRISE ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.09,36.76
KARURI MSINGI BORA PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBU,,-1.18,36.75
EFFORT JNR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,IKINU,GITHUNGURI,KIAMBU,,-1.1,36.77
LAUREATE PRIMARY SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMBAA,KIAMBU,,-1.2,36.84
GREEN SHARPENER ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.08,36.75
LONGONOT ACADEMY SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,LARI,GITITHIA,LARI,KIAMBU,,-1.05,36.63
ACK THINDIGWA PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMBAA,KIAMBU,,-1.21,36.85
THINDIGWA PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMBAA,KIAMBU,,-1.21,36.84
PCEA GITHIGA ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.08,36.74
FGCK SALOME ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,LARI,LARI,LARI,KIAMBU,,-1.02,36.65
GOOD SHERPHERED PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,CIANDA,KIAMBAA,KIAMBU,,-1.14,36.76
NEW KIAMBU ROAD PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMBAA,KIAMBU,,-1.2,36.83
THE ACADEMIC GIANT SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.08,36.72
ST PETER AND ANTHONY ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,CIANDA,KIAMBAA,KIAMBU,,-1.14,36.75
MICOTEM CHRISTIAN SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMBAA,KIAMBU,,-1.2,36.83
WESTEND VALLEY ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,CIANDA,KIAMBAA,KIAMBU,,-1.15,36.75
MARY TIMES PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,CIANDA,KIAMBAA,KIAMBU,,-1.14,36.75
TUMAINI LA WATOTO (CDC) PRIMARY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KAMITI,KIAMBAA,KIAMBU,,-1.17,36.87
ST JOE'S ACADEMY UPLANDS,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,LARI,KIRENGA,LARI,KIAMBU,,-1.04,36.63
HADAH JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.06,36.68
MARION FARMHOUSE SCHOOL,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KAMITI,KIAMBAA,KIAMBU,,-1.15,36.86
WAKI ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,LARI,KIRENGA,LARI,KIAMBU,,-1.03,36.63
JOS MARY JUNIOR ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,GITHUNGURI,GITHIGA,GITHUNGURI,KIAMBU,,-1.06,36.68
PONYWAYS ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KAMITI,KIAMBAA,KIAMBU,,-1.16,36.88
KAREN ACDADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBU,,-1.16,36.75
GREEN COTAGE ACADEMY,PRIMARY SCHOOL,PRIVATE,CENTRAL,KIAMBU,KIAMBAA,KIAMBAA S/AREA,KIAMBAA,KIAMBU,,-1.18,36.89
